2ちゃんのまとめ見てたら、トラウマ画像踏んじゃったよ目のでかい人形の奴((((；ﾟДﾟ))))))),,,,,,
新年の一杯。  豆の種類とか。 焙煎とか。 淹れ方とか。 判らないけど。  カップ一杯の幸せを淹れて くれるお店です。 [URL],,,,,,
[USER] tokyo mxは、東京都の独立U局。関西で、サンテレビ。系列でない地上波テレビ。,,,,,,
ながら用食糧購入 (@ セブンイレブン 名古屋椿町店) [URL],,,,,,
あけてましたぁん(･ω･)昨年も天真爛漫なﾜﾀｸｼでしたが…皆様懲りずに本年も宜しくお願いいたします♪,,,,,,
"1人!?  マジで…(((・・;)""[USER] [USER] １人でツアーに行くことになりました!""",,,,,,
[USER] 稚内は今、まだ雨は降っていません。でも降りそう(-｡-;   頑張って(^O^)／,,,,,,
ネット編みつけバッグと帽子。あむゆーずで作り方配信予定！ (@ ウインクあいち) [URL],,,,,,
クラウド番外地: Google Developer Dayでライトニングトークしてきます&#12290;: [URL],,,,,,
いーな、アルディージャと練習してんのか。マリノスふぁいてぃん☆彡,,,,,,
あとはJR一本…｡ﾟ( ﾟஇ‸இﾟ )ﾟ｡ (@ JR 京都駅 中央口) [URL],,,,,,
ということで、今夜はお祭り営業ですヾ(＠⌒ー⌒＠)ノ 一人で勝手にそういうカッコして、一人でwaショイとか唄ぃます(´･_･`),,,,,,
遂に明日公立高校前期試験 ！ 絶対に岸和田高校文理学科受かったる！,,,,,,
静岡暑い (@ 浜松駅 (Hamamatsu Sta.)) [URL],,,,,,
[USER] 何か、家の値段見てたら、車なんて、安い気になる～ 今の車、10年前の、だし～(^^;;,,,,,,
現在代表、副代表、会計の3役職が決定。順にのぶ、ゆうか、ささきの3人です。渉外の質問2週目が30分経過したところです。うららとあんながんばれ！,,,,,,
スカウト達集合しました。これから出発します。 #40kmhike [URL],,,,,,
[USER] 正直どういう状態なのかさえよくわからない状態です。,,,,,,
おーひるー。まーた一人一人おもーーーいんだから。はやく帰りた、まだ木曜かよ～＼(^o^)／所沢行きたい。←,,,,,,
正確には、学生の時も焦りみたいな物は感じてた。そこから目を逸らしてダラダラしてたけど。生きるって、メンドくせえですね。,,,,,,
[USER] お返事ありがとうございます！先週末は予定が入り、伺えなくなってしまった為、今週の土曜日にでもお伺い出来れば…と思うのですが、ご都合は如何でしょうか？牧場見学へのアポイントをとりたいのですが、もし可能でしたら、お返事頂けると嬉しく思います(#^.^#),,,,,,
悔しい…また、頑張ろ(^O^) 何を言われても、自分は全開だった…一歩一歩、歩こう(^O^)m,,,,,,
初ランチ。いつもは夜ばかりだが、ランチは静かめ。 (@ ビストロアリゴ) [URL],,,,,,
黒豚しゃぶも鶏刺しも食べたし満足！今から東京戻ります(^-^)/,,,,,,
ここでの朝食が、俺の精神を一番蝕むよ (@ HOTELヴィラフォンテーヌ汐留) [URL],,,,,,
Harry Potter　を見たい！ (@ ワーナー・マイカル・シネマズ　高の原) [URL],,,,,,
[USER] バリいいね♡早速計画しよ＼(^o^)／独身の期間短くなるかもだし←,,,,,,
やっと病院通いが終わった(^-^)完治してしまった！！あとは顔のヘルペスちゃんだけだわ(-_-;),,,,,,
家にお泊まりにきたネコ、ネコもこの暑さにばて気味です。 [URL],,,,,,
今日は死ぬほど水分補給してる。ペットボトルの水とお茶を5本飲んだw,,,,,,
このタイミングで先輩からFacebookって何なんって聞かれて超うっとおしい。 自分で調べろっての。,,,,,,
妹に プリン  食べられた ×× ヨーグルトで我慢 (  ´･_･`  ),,,,,,
一度はスカイダイビングしてみたいな！俺がリアルタイムに返信出来たのは、布団無しで床に寝て睡眠が浅かったからだよ。[USER] [USER],,,,,,
[USER] 絶対信じたら上手く行くよ(*^^*)大好きは変わらないんやけん！！ぼちぼちいきましょ(o^^o),,,,,,
良いことがたて続けにおこる日もあれば悪いことがたて続けにおこる日もある笑今日てか昨日は悪いことがたて続けにおこる日でした笑,,,,,,
Ｏ友、Ｅ口は穴を開けずに連載が出来れば立派な漫画家になれるのになー。 上手なイラストレーターだな。,,,,,,
遅めの昼食～。カレー部長としては。  @ DADA CURRY [URL],,,,,,
しかし、京急鶴見駅下にあるトイレは汚い。 どうして、あのような使い方をするんでしょうか？ ショウタマさんの気持ちが、よーく分かります。,,,,,,
初めましてあすです。よく足が臭いって言われます。好きな言葉は寝て忘れる、特技は目を開けて寝ることです。窓辺のドリーマーって呼んでください☆    足くさないわ！笑[URL],,,,,,
ウォシュレットの水圧すごすぎだろ、、、。最強に設定したやつちょっとこい！,,,,,,
明日は民法の試験ー(*･ω･)ﾉめんどいからとりま教科書流し読みしよ,,,,,,
[USER] あー出てこないでー＼(^o^)／ あんなに濃いのに体毛は薄かったりして……Ww,,,,,,
至福の時間はあっと言う間…写真撮るのが失礼な感じ。美味しゅうございました。 ( 天婦羅みやこし  [URL] ) #tspot,,,,,,
[USER] iTunesカードで支払い出来るんだっけ? 今から買って来ようかな,,,,,,
今日から二重ロックす(^^) (@ 三鷹駅 (Mitaka Sta.) w/ 4 others) [URL],,,,,,
インフル治って日がたつののにまた熱が38℃って何でぇ～(´Д｀),,,,,,
[USER] [USER] 1970年代の、オイルショック以降に、国策で原子力発電所を増やしたと聞いた。,,,,,,
[USER] [USER] てるきし今見たよーて(^^)ひまっちゃーひま(゜ロ゜)でも彼女さんらぶ(^з^)-☆,,,,,,
菅野社長の家ですか～？ワラRT [USER] 関西方面の野菜を、おすそ分け。うちで、作ってるから～と…だから、心配なのに。,,,,,,
[USER] なんか分かるわ(笑)来週ちゃむの話楽しみしとうけん！！,,,,,,
一息中。 (@ エアポートラウンジ 第2ターミナル ゲート内 w/ 4 others) [URL],,,,,,
リチャードバーギンのplanning modelはとてもよいFrameworkだと思う。,,,,,,
はじめたはいいが使い方がわからん、とりあえず知ってる人を探しまくろうと思う。,,,,,,
鏡みたら俺の髪の毛…邪神レーダーが立ってた。 何処かにいるのかな？,,,,,,
朝ごはん食べてきたのに、お腹すいて隠れてつまみ食いする自分恐ろしいw,,,,,,
あぁーホント暇だな。外暑いし、あんまり動きたくないし(^◇^;),,,,,,
車のボンネットに財布乗っけて走ったらしく、財布無くしたw 家から500mの所に落ちてたww,,,,,,
小布施公園は灰皿のある喫煙者に優しい素晴らしい公園 [URL],,,,,,
横浜市の放射線量 2011年7月15日 6時 / 27 nGy/h (=0.0216μSv/h) #yokohama #houshanou,,,,,,
[USER] 了解！まだシフト出来てないから、また出来たら連絡するよ！,,,,,,
鈴木綾:へんたいにんげん。しもネタはつげんを いきなりすることで よく まわりから ひかれる。じぶんでは へんたいだと おもっていない。 [URL],,,,,,
仲良く咲きました(^_^) 今シーズン最後かな？ | [ジオラマ] [URL] #penpic,,,,,,
かみさんの修理靴をMIHAMA で受け取ったついでにウィンドウショッピング。修理代は無料でした。ラッキー♪ (@ そごう 横浜店 (Yokohama Sogo) w/ 4 others) [URL],,,,,,
大掃除終了～今年は例年以上に充実した。なんだそりゃ(>_<) さっ、昼行こ(^ ^),,,,,,
お師匠様が、これより記念演奏をします＼(^o^)／ 「ゴールドベルク変奏曲」 やっぱ生で観ないと！！,,,,,,
ＪRにいらぬ期待をして、東京駅で丸ノ内線を下車したのが命とりだったかな！ここで時間のロスがなかったら、新宿線の終点までいけたような気もしないではない。いずれにせよ、明日は仕事やすみだ。,,,,,,
おにいちゃんもさみしかったのです。“[USER] ブログを更新しました。 「さみしかったのぉ」→[URL],,,,,,
茨城空港インターから水戸インターに行きたかっ たのにJCTで間違えてしまった。。（−＿−；）水戸南で気づいて降りた所。した道で水戸インターに向かってます。（笑）,,,,,,
[USER] 男友だちと飲みにいくーって出掛けたけど実際女と2人で食事に行ってたらい（ーー；）気持ち冷めたよ,,,,,,
メアド変更メールを送りました。 届いてない人又は知らない人は言ってください。,,,,,,
すんません。まとや牡蠣  @ かき小屋 ジャックポット 祐天寺 [URL],,,,,,
[USER] 昔車の免許証更新を、忘れていてと言うブログを、書かれましたね。俺も同じく平成の年を間違え平成23年12月27日に有効期限が切れてました。,,,,,,
めちゃイケのAKB48以外だらけの大運動会でAKB48の質の高さがわかりました。神7はホントにかわいかったんですね。,,,,,,
俺の大好きな場所(￣▽￣)   加賀の「月うさぎの里」に来ました♪♪   うさぎいっぱい( ´ ▽ ` )♡,,,,,,
[USER] 山梨県にある世界の滝100選の滝にあたればよし！,,,,,,
シェラトンでバケット買って今日のお買い物っていうか今年のおつかいは終了。さ、おせちとお雑煮の最終段階準備開始。疲れた〜。,,,,,,
鳥居寄贈！文字通り規模が違う～♪( ´▽｀) RT [USER],,,,,,
奥田民生が歌うCM曲、And I Love Carをまだレンタルしてなく、 iPhoneに入れてる『マシマロ』をヘビロテchuっ！ 民生節、炸裂中です,,,,,,
東西名人会面白かった。喬太郎さんに惚れ直した。文華さんに惚れた。頑張って仕事終わらせた甲斐がある,,,,,,
牛レバーにO-157だって川;ﾟ;Д;ﾟ;川 レバ刺しの提供法律で禁止されるみたいですよヾ(;´Д`●)ﾉ,,,,,,
[USER] 来週のナゴヤドームでのトークショー、エロいことも話すんですよね！今から楽しみです！家が建たずにナニが勃つトークをお願いします！,,,,,,
聖地へ (@ アップルストア 名古屋栄 (Apple Store, Nagoya Sakae)) [URL],,,,,
ドーナツもらった(o^^o)ｳﾏｳﾏ　皆さんお疲れさまでしたm(_ _)m,,,,,,
[USER] 整理券配る前の段階で500人はいた印象なんで多分1000人くらいはいるんじゃないですかね？,,,,,,
左側で充電してみたい [USER] #LOVECARS  [URL],,,,,,
現場をまわると ヒントがたくさんあるし 気づきがたぁーくさんある(^^) 現場ぬきに本社は仕事しちゃだめだ！,,,,,,
[USER] わかるわぁ〜。おれもやったコトある。習慣ってコワイよね,,,,,,
IN THE AIR / spining by DAISHI DANCE /  MID NIGHT [URL],,,,,,
[USER] あっそう(￣▽￣) おれ次の火、木テニス行くからこいよd(￣ ￣),,,,,,
ぼくはチャラくないし、オタクでもない、わかってくれる人がいるただ、それだけでいい,,,,,,
チーズセミナーのご案内。 『フランス・サヴォワ地方のチーズ造りの現場から～』 フランスのサヴォワ地方で『アボンダンス』というＡＯＣチーズを造っている日本人の山口さんのチーズセミナーを企画しました。 サヴォワ地方チーズ5種とワイン付。,,,,,,
マック簗瀬店なう。前住んでたアパートのすぐ近く。そこそこ便利な場所。市場が近いから、生鮮食品は良いものが買えるの。,,,,,,
